choice_key	dilemma_key
SECOND	sw_training_hunters_vik_reg_aethelingaeg
SECOND	sw_training_hunters_vik_reg_achadh_bo
SECOND	sw_training_hunters_vik_reg_aberteifi
FIRST	sw_training_hunters_vik_reg_aberffro
FIRST	sw_training_forge_vik_reg_dinefwr
SECOND	sw_training_forge_vik_reg_corcach
SECOND	sw_training_hunters_vik_reg_aberffro
SECOND	sw_training_forge_vik_reg_dinefwr
THIRD	sw_training_forge_vik_reg_corcach
THIRD	sw_training_forge_vik_reg_colneceaster
FIRST	sw_training_forge_vik_reg_colneceaster
SECOND	sw_training_forge_vik_reg_cippanhamm
FIRST	sw_training_forge_vik_reg_corcach
SECOND	sw_training_forge_vik_reg_colneceaster
THIRD	sw_training_forge_vik_reg_cippanhamm
THIRD	sw_training_forge_vik_reg_cetretha
FIRST	sw_training_forge_vik_reg_cetretha
SECOND	sw_training_forge_vik_reg_ceaster
FIRST	sw_training_forge_vik_reg_cippanhamm
SECOND	sw_training_forge_vik_reg_cetretha
THIRD	sw_training_forge_vik_reg_ceaster
THIRD	sw_training_forge_vik_reg_cathair_commain
FIRST	sw_training_forge_vik_reg_cathair_commain
SECOND	sw_training_forge_vik_reg_casteltoun
FIRST	sw_training_forge_vik_reg_ceaster
SECOND	sw_training_forge_vik_reg_cathair_commain
THIRD	sw_training_forge_vik_reg_casteltoun
THIRD	sw_training_forge_vik_reg_carleol
FIRST	sw_training_forge_vik_reg_carleol
SECOND	sw_training_forge_vik_reg_cantwaraburg
FIRST	sw_training_forge_vik_reg_casteltoun
SECOND	sw_training_forge_vik_reg_carleol
THIRD	sw_training_forge_vik_reg_cantwaraburg
THIRD	sw_training_forge_vik_reg_caisil
FIRST	sw_training_forge_vik_reg_caisil
SECOND	sw_training_forge_vik_reg_cair_gwent
FIRST	sw_training_forge_vik_reg_cantwaraburg
SECOND	sw_training_forge_vik_reg_caisil
THIRD	sw_training_forge_vik_reg_cair_gwent
THIRD	sw_training_forge_vik_reg_bornais
FIRST	sw_training_forge_vik_reg_bornais
SECOND	sw_training_forge_vik_reg_blascona
FIRST	sw_training_forge_vik_reg_cair_gwent
SECOND	sw_training_forge_vik_reg_bornais
THIRD	sw_training_forge_vik_reg_blascona
THIRD	sw_training_forge_vik_reg_bebbanburg
FIRST	sw_training_forge_vik_reg_bebbanburg
SECOND	sw_training_forge_vik_reg_airchardan
FIRST	sw_training_forge_vik_reg_blascona
SECOND	sw_training_forge_vik_reg_bebbanburg
THIRD	sw_training_forge_vik_reg_airchardan
THIRD	sw_training_forge_vik_reg_aethelingaeg
FIRST	sw_training_forge_vik_reg_aethelingaeg
SECOND	sw_training_forge_vik_reg_achadh_bo
FIRST	sw_training_forge_vik_reg_airchardan
SECOND	sw_training_forge_vik_reg_aethelingaeg
THIRD	sw_training_forge_vik_reg_achadh_bo
THIRD	sw_training_forge_vik_reg_aberteifi
FIRST	sw_training_forge_vik_reg_aberteifi
SECOND	sw_training_forge_vik_reg_aberffro
FIRST	sw_training_forge_vik_reg_achadh_bo
SECOND	sw_training_forge_vik_reg_aberteifi
THIRD	sw_training_forge_vik_reg_aberffro
SECOND	sw_training_fighters_vik_reg_wintanceaster
SECOND	sw_training_fighters_vik_reg_werham
SECOND	sw_training_fighters_vik_reg_waerincwicum
FIRST	sw_training_forge_vik_reg_aberffro
FIRST	sw_training_fighters_vik_reg_wintanceaster
FIRST	sw_training_fighters_vik_reg_werham
SECOND	sw_training_fighters_vik_reg_veisafjordr
SECOND	sw_training_fighters_vik_reg_vedrafjordr
SECOND	sw_training_fighters_vik_reg_tor_in_duine
FIRST	sw_training_fighters_vik_reg_waerincwicum
FIRST	sw_training_fighters_vik_reg_veisafjordr
FIRST	sw_training_fighters_vik_reg_vedrafjordr
SECOND	sw_training_fighters_vik_reg_tintagol
SECOND	sw_training_fighters_vik_reg_tamworthige
SECOND	sw_training_fighters_vik_reg_steanford
FIRST	sw_training_fighters_vik_reg_tor_in_duine
FIRST	sw_training_fighters_vik_reg_tintagol
FIRST	sw_training_fighters_vik_reg_tamworthige
SECOND	sw_training_fighters_vik_reg_snotingaham
SECOND	sw_training_fighters_vik_reg_seolesigge
SECOND	sw_training_fighters_vik_reg_scoan
FIRST	sw_training_fighters_vik_reg_steanford
FIRST	sw_training_fighters_vik_reg_snotingaham
FIRST	sw_training_fighters_vik_reg_seolesigge
SECOND	sw_training_forge_vik_reg_gleawceaster
FIRST	sw_training_forge_vik_reg_grianan_aileach
THIRD	sw_training_forge_vik_reg_exanceaster
SECOND	sw_training_forge_vik_reg_grantabrycg
FIRST	sw_training_forge_vik_reg_exanceaster
THIRD	sw_training_forge_vik_reg_gleawceaster
SECOND	sw_training_forge_vik_reg_eoferwic
FIRST	sw_training_forge_vik_reg_gleawceaster
THIRD	sw_training_forge_vik_reg_eidenburg
SECOND	sw_training_forge_vik_reg_exanceaster
FIRST	sw_training_forge_vik_reg_eidenburg
THIRD	sw_training_forge_vik_reg_eoferwic
SECOND	sw_training_forge_vik_reg_dyflin
FIRST	sw_training_forge_vik_reg_eoferwic
THIRD	sw_training_forge_vik_reg_dun_sebuirgi
SECOND	sw_training_forge_vik_reg_eidenburg
FIRST	sw_training_forge_vik_reg_dun_sebuirgi
THIRD	sw_training_forge_vik_reg_dyflin
SECOND	sw_training_forge_vik_reg_dun_patraic
FIRST	sw_training_forge_vik_reg_dyflin
THIRD	sw_training_forge_vik_reg_dun_foither
SECOND	sw_training_forge_vik_reg_dun_sebuirgi
FIRST	sw_training_forge_vik_reg_dun_foither
THIRD	sw_training_forge_vik_reg_dun_patraic
SECOND	sw_training_forge_vik_reg_dun_att
FIRST	sw_training_forge_vik_reg_dun_patraic
THIRD	sw_training_forge_vik_reg_druim_da_ethiar
SECOND	sw_training_forge_vik_reg_dun_foither
FIRST	sw_training_forge_vik_reg_druim_da_ethiar
THIRD	sw_training_forge_vik_reg_dun_att
SECOND	sw_training_forge_vik_reg_doreceaster
FIRST	sw_training_forge_vik_reg_dun_att
THIRD	sw_training_forge_vik_reg_dinefwr
SECOND	sw_training_forge_vik_reg_druim_da_ethiar
FIRST	sw_training_hunters_vik_reg_wintanceaster
THIRD	sw_training_forge_vik_reg_doreceaster
FIRST	sw_training_hunters_vik_reg_werham
FIRST	sw_training_forge_vik_reg_doreceaster
FIRST	sw_training_hunters_vik_reg_waerincwicum
SECOND	sw_training_hunters_vik_reg_wintanceaster
FIRST	sw_training_hunters_vik_reg_veisafjordr
SECOND	sw_training_hunters_vik_reg_werham
FIRST	sw_training_hunters_vik_reg_vedrafjordr
SECOND	sw_training_hunters_vik_reg_waerincwicum
FIRST	sw_training_hunters_vik_reg_tor_in_duine
SECOND	sw_training_hunters_vik_reg_veisafjordr
FIRST	sw_training_hunters_vik_reg_tintagol
SECOND	sw_training_hunters_vik_reg_vedrafjordr
FIRST	sw_training_hunters_vik_reg_tamworthige
SECOND	sw_training_hunters_vik_reg_tor_in_duine
FIRST	sw_training_hunters_vik_reg_steanford
SECOND	sw_training_hunters_vik_reg_tintagol
FIRST	sw_training_hunters_vik_reg_snotingaham
SECOND	sw_training_hunters_vik_reg_tamworthige
FIRST	sw_training_hunters_vik_reg_seolesigge
SECOND	sw_training_hunters_vik_reg_steanford
FIRST	sw_training_hunters_vik_reg_scoan
SECOND	sw_training_hunters_vik_reg_snotingaham
FIRST	sw_training_hunters_vik_reg_rendlesham
SECOND	sw_training_hunters_vik_reg_seolesigge
FIRST	sw_training_hunters_vik_reg_rath_cruachan
SECOND	sw_training_hunters_vik_reg_scoan
FIRST	sw_training_hunters_vik_reg_northwic
SECOND	sw_training_hunters_vik_reg_rendlesham
FIRST	sw_training_hunters_vik_reg_northhamtun
SECOND	sw_training_hunters_vik_reg_rath_cruachan
FIRST	sw_training_hunters_vik_reg_nas
SECOND	sw_training_hunters_vik_reg_northwic
FIRST	sw_training_hunters_vik_reg_mameceaster
SECOND	sw_training_hunters_vik_reg_northhamtun
FIRST	sw_training_hunters_vik_reg_lunden
SECOND	sw_training_hunters_vik_reg_nas
FIRST	sw_training_hunters_vik_reg_loidis
SECOND	sw_training_hunters_vik_reg_mameceaster
FIRST	sw_training_hunters_vik_reg_lindcylne
SECOND	sw_training_hunters_vik_reg_lunden
FIRST	sw_training_hunters_vik_reg_ioua
SECOND	sw_training_hunters_vik_reg_loidis
SECOND	sw_training_hunters_vik_reg_lindcylne
SECOND	sw_training_hunters_vik_reg_ioua
FIRST	sw_training_hunters_vik_reg_inis_faithlenn
FIRST	sw_training_hunters_vik_reg_hlymrekr
FIRST	sw_training_hunters_vik_reg_haestingas
SECOND	sw_training_hunters_vik_reg_inis_faithlenn
SECOND	sw_training_hunters_vik_reg_hlymrekr
SECOND	sw_training_hunters_vik_reg_haestingas
FIRST	sw_training_hunters_vik_reg_guvan
FIRST	sw_training_hunters_vik_reg_grianan_aileach
FIRST	sw_training_hunters_vik_reg_grantabrycg
SECOND	sw_training_hunters_vik_reg_guvan
SECOND	sw_training_hunters_vik_reg_grianan_aileach
SECOND	sw_training_hunters_vik_reg_grantabrycg
FIRST	sw_training_hunters_vik_reg_gleawceaster
FIRST	sw_training_hunters_vik_reg_exanceaster
FIRST	sw_training_hunters_vik_reg_eoferwic
SECOND	sw_training_hunters_vik_reg_gleawceaster
SECOND	sw_training_hunters_vik_reg_exanceaster
SECOND	sw_training_hunters_vik_reg_eoferwic
FIRST	sw_training_hunters_vik_reg_eidenburg
FIRST	sw_training_hunters_vik_reg_dyflin
FIRST	sw_training_hunters_vik_reg_dun_sebuirgi
SECOND	sw_training_hunters_vik_reg_eidenburg
SECOND	sw_training_hunters_vik_reg_dyflin
SECOND	sw_training_hunters_vik_reg_dun_sebuirgi
FIRST	sw_training_hunters_vik_reg_dun_patraic
FIRST	sw_training_hunters_vik_reg_dun_foither
FIRST	sw_training_hunters_vik_reg_dun_att
SECOND	sw_training_hunters_vik_reg_dun_patraic
SECOND	sw_training_hunters_vik_reg_dun_foither
SECOND	sw_training_hunters_vik_reg_dun_att
FIRST	sw_training_hunters_vik_reg_druim_da_ethiar
FIRST	sw_training_hunters_vik_reg_doreceaster
FIRST	sw_training_hunters_vik_reg_dinefwr
SECOND	sw_training_hunters_vik_reg_druim_da_ethiar
SECOND	sw_training_hunters_vik_reg_doreceaster
SECOND	sw_training_hunters_vik_reg_dinefwr
SECOND	sw_training_hunters_vik_reg_corcach
SECOND	sw_training_hunters_vik_reg_colneceaster
SECOND	sw_training_fighters_vik_reg_rendlesham
SECOND	sw_training_fighters_vik_reg_rath_cruachan
SECOND	sw_training_fighters_vik_reg_northwic
FIRST	sw_training_fighters_vik_reg_scoan
FIRST	sw_training_fighters_vik_reg_rendlesham
FIRST	sw_training_fighters_vik_reg_rath_cruachan
SECOND	sw_training_fighters_vik_reg_northhamtun
SECOND	sw_training_fighters_vik_reg_nas
SECOND	sw_training_fighters_vik_reg_mameceaster
FIRST	sw_training_fighters_vik_reg_northwic
FIRST	sw_training_fighters_vik_reg_northhamtun
FIRST	sw_training_fighters_vik_reg_nas
SECOND	sw_training_fighters_vik_reg_lunden
SECOND	sw_training_fighters_vik_reg_loidis
SECOND	sw_training_fighters_vik_reg_lindcylne
FIRST	sw_training_fighters_vik_reg_mameceaster
FIRST	sw_training_fighters_vik_reg_lunden
FIRST	sw_training_fighters_vik_reg_loidis
SECOND	sw_training_fighters_vik_reg_ioua
FIRST	sw_training_fighters_vik_reg_lindcylne
SECOND	sw_training_fighters_vik_reg_inis_faithlenn
FIRST	sw_training_fighters_vik_reg_ioua
SECOND	sw_training_fighters_vik_reg_hlymrekr
FIRST	sw_training_fighters_vik_reg_inis_faithlenn
SECOND	sw_training_fighters_vik_reg_haestingas
FIRST	sw_training_fighters_vik_reg_hlymrekr
SECOND	sw_training_fighters_vik_reg_guvan
FIRST	sw_training_fighters_vik_reg_haestingas
SECOND	sw_training_fighters_vik_reg_grianan_aileach
FIRST	sw_training_fighters_vik_reg_guvan
SECOND	sw_training_fighters_vik_reg_grantabrycg
FIRST	sw_training_fighters_vik_reg_grianan_aileach
SECOND	sw_training_fighters_vik_reg_gleawceaster
FIRST	sw_training_fighters_vik_reg_grantabrycg
SECOND	sw_training_fighters_vik_reg_exanceaster
FIRST	sw_training_fighters_vik_reg_gleawceaster
SECOND	sw_training_fighters_vik_reg_eoferwic
FIRST	sw_training_fighters_vik_reg_exanceaster
SECOND	sw_training_fighters_vik_reg_eidenburg
FIRST	sw_training_fighters_vik_reg_eoferwic
SECOND	sw_training_fighters_vik_reg_dyflin
FIRST	sw_training_fighters_vik_reg_eidenburg
SECOND	sw_training_fighters_vik_reg_dun_sebuirgi
FIRST	sw_training_fighters_vik_reg_dyflin
SECOND	sw_training_fighters_vik_reg_dun_patraic
FIRST	sw_training_fighters_vik_reg_dun_sebuirgi
SECOND	sw_training_fighters_vik_reg_dun_foither
FIRST	sw_training_fighters_vik_reg_dun_patraic
SECOND	sw_training_fighters_vik_reg_dun_att
FIRST	sw_training_fighters_vik_reg_dun_foither
SECOND	sw_training_fighters_vik_reg_druim_da_ethiar
FIRST	sw_training_fighters_vik_reg_dun_att
SECOND	sw_training_fighters_vik_reg_doreceaster
FIRST	sw_training_fighters_vik_reg_druim_da_ethiar
SECOND	sw_training_fighters_vik_reg_dinefwr
FIRST	sw_training_fighters_vik_reg_doreceaster
SECOND	sw_training_fighters_vik_reg_corcach
FIRST	sw_training_fighters_vik_reg_dinefwr
SECOND	sw_training_fighters_vik_reg_colneceaster
FIRST	sw_training_fighters_vik_reg_corcach
SECOND	sw_training_fighters_vik_reg_cippanhamm
FIRST	sw_training_fighters_vik_reg_colneceaster
SECOND	sw_training_fighters_vik_reg_cetretha
FIRST	sw_training_fighters_vik_reg_cippanhamm
SECOND	sw_training_fighters_vik_reg_ceaster
FIRST	sw_training_fighters_vik_reg_cetretha
SECOND	sw_training_fighters_vik_reg_cathair_commain
FIRST	sw_training_fighters_vik_reg_ceaster
SECOND	sw_training_fighters_vik_reg_casteltoun
FIRST	sw_training_fighters_vik_reg_cathair_commain
SECOND	sw_training_fighters_vik_reg_carleol
FIRST	sw_training_fighters_vik_reg_casteltoun
SECOND	sw_training_fighters_vik_reg_cantwaraburg
FIRST	sw_training_fighters_vik_reg_carleol
SECOND	sw_training_fighters_vik_reg_caisil
FIRST	sw_training_fighters_vik_reg_cantwaraburg
SECOND	sw_training_fighters_vik_reg_cair_gwent
FIRST	sw_training_fighters_vik_reg_caisil
SECOND	sw_training_fighters_vik_reg_bornais
FIRST	sw_training_fighters_vik_reg_cair_gwent
SECOND	sw_training_fighters_vik_reg_blascona
FIRST	sw_training_fighters_vik_reg_bornais
SECOND	sw_training_fighters_vik_reg_bebbanburg
FIRST	sw_training_fighters_vik_reg_blascona
SECOND	sw_training_fighters_vik_reg_airchardan
FIRST	sw_training_fighters_vik_reg_bebbanburg
SECOND	sw_training_fighters_vik_reg_aethelingaeg
FIRST	sw_training_fighters_vik_reg_airchardan
SECOND	sw_training_fighters_vik_reg_achadh_bo
FIRST	sw_training_fighters_vik_reg_aethelingaeg
SECOND	sw_training_fighters_vik_reg_aberteifi
FIRST	sw_training_fighters_vik_reg_achadh_bo
SECOND	sw_training_fighters_vik_reg_aberffro
FIRST	sw_training_fighters_vik_reg_aberteifi
SECOND	sw_slave_rebellion_significant_vik_reg_wintanceaster
FIRST	sw_training_fighters_vik_reg_aberffro
SECOND	sw_slave_rebellion_significant_vik_reg_werham
FIRST	sw_slave_rebellion_significant_vik_reg_wintanceaster
SECOND	sw_slave_rebellion_significant_vik_reg_waerincwicum
FIRST	sw_slave_rebellion_significant_vik_reg_werham
SECOND	sw_slave_rebellion_significant_vik_reg_veisafjordr
FIRST	sw_slave_rebellion_significant_vik_reg_waerincwicum
SECOND	sw_slave_rebellion_significant_vik_reg_vedrafjordr
FIRST	sw_slave_rebellion_significant_vik_reg_veisafjordr
SECOND	sw_slave_rebellion_significant_vik_reg_tor_in_duine
FIRST	sw_slave_rebellion_significant_vik_reg_vedrafjordr
SECOND	sw_slave_rebellion_significant_vik_reg_tintagol
FIRST	sw_slave_rebellion_significant_vik_reg_tor_in_duine
SECOND	sw_slave_rebellion_significant_vik_reg_tamworthige
FIRST	sw_slave_rebellion_significant_vik_reg_tintagol
SECOND	sw_slave_rebellion_significant_vik_reg_steanford
FIRST	sw_slave_rebellion_significant_vik_reg_tamworthige
SECOND	sw_slave_rebellion_significant_vik_reg_snotingaham
FIRST	sw_slave_rebellion_significant_vik_reg_steanford
SECOND	sw_slave_rebellion_significant_vik_reg_seolesigge
FIRST	sw_slave_rebellion_significant_vik_reg_snotingaham
SECOND	sw_slave_rebellion_significant_vik_reg_scoan
FIRST	sw_slave_rebellion_significant_vik_reg_seolesigge
SECOND	sw_slave_rebellion_significant_vik_reg_rendlesham
FIRST	sw_slave_rebellion_significant_vik_reg_scoan
SECOND	sw_slave_rebellion_significant_vik_reg_rath_cruachan
FIRST	sw_slave_rebellion_significant_vik_reg_rendlesham
SECOND	sw_slave_rebellion_significant_vik_reg_northwic
FIRST	sw_slave_rebellion_significant_vik_reg_rath_cruachan
SECOND	sw_slave_rebellion_significant_vik_reg_northhamtun
FIRST	sw_slave_rebellion_significant_vik_reg_northwic
SECOND	sw_slave_rebellion_significant_vik_reg_nas
FIRST	sw_slave_rebellion_significant_vik_reg_northhamtun
SECOND	sw_slave_rebellion_significant_vik_reg_mameceaster
FIRST	sw_slave_rebellion_significant_vik_reg_nas
SECOND	sw_slave_rebellion_significant_vik_reg_lunden
FIRST	sw_slave_rebellion_significant_vik_reg_mameceaster
SECOND	sw_slave_rebellion_significant_vik_reg_loidis
FIRST	sw_slave_rebellion_significant_vik_reg_lunden
SECOND	sw_slave_rebellion_significant_vik_reg_lindcylne
FIRST	sw_slave_rebellion_significant_vik_reg_loidis
SECOND	sw_slave_rebellion_significant_vik_reg_ioua
FIRST	sw_slave_rebellion_significant_vik_reg_lindcylne
SECOND	sw_slave_rebellion_significant_vik_reg_inis_faithlenn
FIRST	sw_slave_rebellion_significant_vik_reg_ioua
SECOND	sw_slave_rebellion_significant_vik_reg_hlymrekr
FIRST	sw_slave_rebellion_significant_vik_reg_inis_faithlenn
SECOND	sw_slave_rebellion_significant_vik_reg_haestingas
FIRST	sw_slave_rebellion_significant_vik_reg_hlymrekr
SECOND	sw_slave_rebellion_significant_vik_reg_guvan
FIRST	sw_slave_rebellion_significant_vik_reg_haestingas
SECOND	sw_slave_rebellion_significant_vik_reg_grianan_aileach
FIRST	sw_slave_rebellion_significant_vik_reg_guvan
SECOND	sw_slave_rebellion_significant_vik_reg_grantabrycg
FIRST	sw_slave_rebellion_significant_vik_reg_grianan_aileach
SECOND	sw_slave_rebellion_significant_vik_reg_gleawceaster
FIRST	sw_slave_rebellion_significant_vik_reg_grantabrycg
SECOND	sw_slave_rebellion_significant_vik_reg_exanceaster
FIRST	sw_slave_rebellion_significant_vik_reg_gleawceaster
SECOND	sw_slave_rebellion_significant_vik_reg_eoferwic
FIRST	sw_slave_rebellion_significant_vik_reg_exanceaster
SECOND	sw_slave_rebellion_significant_vik_reg_eidenburg
FIRST	sw_slave_rebellion_significant_vik_reg_eoferwic
SECOND	sw_slave_rebellion_significant_vik_reg_dyflin
FIRST	sw_slave_rebellion_significant_vik_reg_eidenburg
SECOND	sw_slave_rebellion_significant_vik_reg_dun_sebuirgi
FIRST	sw_slave_rebellion_significant_vik_reg_dyflin
SECOND	sw_slave_rebellion_significant_vik_reg_dun_patraic
FIRST	sw_slave_rebellion_significant_vik_reg_dun_sebuirgi
SECOND	sw_slave_rebellion_significant_vik_reg_dun_foither
FIRST	sw_slave_rebellion_significant_vik_reg_dun_patraic
SECOND	sw_slave_rebellion_significant_vik_reg_dun_att
FIRST	sw_slave_rebellion_significant_vik_reg_dun_foither
SECOND	sw_slave_rebellion_significant_vik_reg_druim_da_ethiar
FIRST	sw_slave_rebellion_significant_vik_reg_dun_att
SECOND	sw_slave_rebellion_significant_vik_reg_doreceaster
FIRST	sw_slave_rebellion_significant_vik_reg_druim_da_ethiar
SECOND	sw_slave_rebellion_significant_vik_reg_dinefwr
FIRST	sw_slave_rebellion_significant_vik_reg_doreceaster
SECOND	sw_slave_rebellion_significant_vik_reg_corcach
FIRST	sw_slave_rebellion_significant_vik_reg_dinefwr
SECOND	sw_slave_rebellion_significant_vik_reg_colneceaster
FIRST	sw_slave_rebellion_significant_vik_reg_corcach
SECOND	sw_slave_rebellion_significant_vik_reg_cippanhamm
FIRST	sw_slave_rebellion_significant_vik_reg_colneceaster
SECOND	sw_slave_rebellion_significant_vik_reg_cetretha
FIRST	sw_slave_rebellion_significant_vik_reg_cippanhamm
SECOND	sw_slave_rebellion_significant_vik_reg_ceaster
FIRST	sw_slave_rebellion_significant_vik_reg_cetretha
SECOND	sw_slave_rebellion_significant_vik_reg_cathair_commain
FIRST	sw_slave_rebellion_significant_vik_reg_ceaster
SECOND	sw_slave_rebellion_significant_vik_reg_casteltoun
FIRST	sw_slave_rebellion_significant_vik_reg_cathair_commain
SECOND	sw_slave_rebellion_significant_vik_reg_carleol
FIRST	sw_slave_rebellion_significant_vik_reg_casteltoun
SECOND	sw_slave_rebellion_significant_vik_reg_cantwaraburg
FIRST	sw_slave_rebellion_significant_vik_reg_carleol
SECOND	sw_slave_rebellion_significant_vik_reg_caisil
FIRST	sw_slave_rebellion_significant_vik_reg_cantwaraburg
SECOND	sw_slave_rebellion_significant_vik_reg_cair_gwent
FIRST	sw_slave_rebellion_significant_vik_reg_caisil
SECOND	sw_slave_rebellion_significant_vik_reg_bornais
FIRST	sw_slave_rebellion_significant_vik_reg_cair_gwent
SECOND	sw_slave_rebellion_significant_vik_reg_blascona
FIRST	sw_slave_rebellion_significant_vik_reg_bornais
SECOND	sw_slave_rebellion_significant_vik_reg_bebbanburg
FIRST	sw_slave_rebellion_significant_vik_reg_blascona
SECOND	sw_slave_rebellion_significant_vik_reg_airchardan
FIRST	sw_slave_rebellion_significant_vik_reg_bebbanburg
SECOND	sw_slave_rebellion_significant_vik_reg_aethelingaeg
FIRST	sw_slave_rebellion_significant_vik_reg_airchardan
SECOND	sw_slave_rebellion_significant_vik_reg_achadh_bo
FIRST	sw_slave_rebellion_significant_vik_reg_aethelingaeg
SECOND	sw_slave_rebellion_significant_vik_reg_aberteifi
FIRST	sw_slave_rebellion_significant_vik_reg_achadh_bo
SECOND	sw_slave_rebellion_significant_vik_reg_aberffro
FIRST	sw_slave_rebellion_significant_vik_reg_aberteifi
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_wintanceaster
FIRST	sw_slave_rebellion_significant_vik_reg_aberffro
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_werham
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_wintanceaster
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_waerincwicum
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_werham
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_veisafjordr
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_waerincwicum
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_vedrafjordr
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_veisafjordr
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_tor_in_duine
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_vedrafjordr
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_tintagol
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_tor_in_duine
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_tamworthige
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_tintagol
SECOND	sw_skills_gothi_shield_heathen_pagan_vik_reg_steanford
FIRST	sw_skills_gothi_shield_heathen_pagan_vik_reg_tamworthige
