id	choice_key	dilemma_key	payload_key	value
27272930	THIRD	sw_foreign_displacement_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272931	FIRST	sw_foreign_displacement_vik_reg_dun_foither	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272932	FIRST	sw_foreign_displacement_vik_reg_dun_foither	TARGET	EVENT
27272933	FIRST	sw_foreign_displacement_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272934	SECOND	sw_foreign_displacement_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272935	THIRD	sw_foreign_displacement_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272936	FIRST	sw_foreign_displacement_vik_reg_dun_foither	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272937	FIRST	sw_foreign_displacement_vik_reg_dun_foither	TARGET	EVENT
27272938	FIRST	sw_foreign_displacement_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272939	SECOND	sw_foreign_displacement_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272940	THIRD	sw_foreign_displacement_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272941	FIRST	sw_foreign_displacement_vik_reg_dun_patraic	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272942	FIRST	sw_foreign_displacement_vik_reg_dun_patraic	TARGET	EVENT
27272943	FIRST	sw_foreign_displacement_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272944	SECOND	sw_foreign_displacement_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272945	THIRD	sw_foreign_displacement_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272946	FIRST	sw_foreign_displacement_vik_reg_dun_patraic	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272947	FIRST	sw_foreign_displacement_vik_reg_dun_patraic	TARGET	EVENT
27272948	FIRST	sw_foreign_displacement_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272949	SECOND	sw_foreign_displacement_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272950	THIRD	sw_foreign_displacement_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272951	FIRST	sw_foreign_displacement_vik_reg_dun_sebuirgi	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272952	FIRST	sw_foreign_displacement_vik_reg_dun_sebuirgi	TARGET	EVENT
27272953	FIRST	sw_foreign_displacement_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272954	SECOND	sw_foreign_displacement_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272955	THIRD	sw_foreign_displacement_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272956	FIRST	sw_foreign_displacement_vik_reg_dun_sebuirgi	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272957	FIRST	sw_foreign_displacement_vik_reg_dun_sebuirgi	TARGET	EVENT
27272958	FIRST	sw_foreign_displacement_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272959	SECOND	sw_foreign_displacement_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272960	THIRD	sw_foreign_displacement_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272961	FIRST	sw_foreign_displacement_vik_reg_dyflin	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272962	FIRST	sw_foreign_displacement_vik_reg_dyflin	TARGET	EVENT
27272963	FIRST	sw_foreign_displacement_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272964	SECOND	sw_foreign_displacement_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272965	THIRD	sw_foreign_displacement_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272966	FIRST	sw_foreign_displacement_vik_reg_dyflin	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272967	FIRST	sw_foreign_displacement_vik_reg_dyflin	TARGET	EVENT
27272968	FIRST	sw_foreign_displacement_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272969	SECOND	sw_foreign_displacement_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272970	THIRD	sw_foreign_displacement_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272971	FIRST	sw_foreign_displacement_vik_reg_eidenburg	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272972	FIRST	sw_foreign_displacement_vik_reg_eidenburg	TARGET	EVENT
27272973	FIRST	sw_foreign_displacement_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272974	SECOND	sw_foreign_displacement_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272975	THIRD	sw_foreign_displacement_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272976	FIRST	sw_foreign_displacement_vik_reg_eidenburg	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272977	FIRST	sw_foreign_displacement_vik_reg_eidenburg	TARGET	EVENT
27272978	FIRST	sw_foreign_displacement_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272979	SECOND	sw_foreign_displacement_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272980	THIRD	sw_foreign_displacement_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272981	FIRST	sw_foreign_displacement_vik_reg_eoferwic	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272982	FIRST	sw_foreign_displacement_vik_reg_eoferwic	TARGET	EVENT
27272983	FIRST	sw_foreign_displacement_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272984	SECOND	sw_foreign_displacement_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272985	THIRD	sw_foreign_displacement_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272986	FIRST	sw_foreign_displacement_vik_reg_eoferwic	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272987	FIRST	sw_foreign_displacement_vik_reg_eoferwic	TARGET	EVENT
27272988	FIRST	sw_foreign_displacement_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272989	SECOND	sw_foreign_displacement_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272990	THIRD	sw_foreign_displacement_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272991	FIRST	sw_foreign_displacement_vik_reg_exanceaster	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272992	FIRST	sw_foreign_displacement_vik_reg_exanceaster	TARGET	EVENT
27272993	FIRST	sw_foreign_displacement_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272994	SECOND	sw_foreign_displacement_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27272995	THIRD	sw_foreign_displacement_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272996	FIRST	sw_foreign_displacement_vik_reg_exanceaster	sw_foreign_displacement_1	DURATION[4];GLOBAL
27272997	FIRST	sw_foreign_displacement_vik_reg_exanceaster	TARGET	EVENT
27272998	FIRST	sw_foreign_displacement_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27272999	SECOND	sw_foreign_displacement_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273000	THIRD	sw_foreign_displacement_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273001	FIRST	sw_foreign_displacement_vik_reg_gleawceaster	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273002	FIRST	sw_foreign_displacement_vik_reg_gleawceaster	TARGET	EVENT
27273003	FIRST	sw_foreign_displacement_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273004	SECOND	sw_foreign_displacement_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273005	THIRD	sw_foreign_displacement_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273006	FIRST	sw_foreign_displacement_vik_reg_gleawceaster	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273007	FIRST	sw_foreign_displacement_vik_reg_gleawceaster	TARGET	EVENT
27273008	FIRST	sw_foreign_displacement_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273009	SECOND	sw_foreign_displacement_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273010	THIRD	sw_foreign_displacement_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273011	FIRST	sw_foreign_displacement_vik_reg_grantabrycg	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273012	FIRST	sw_foreign_displacement_vik_reg_grantabrycg	TARGET	EVENT
27273013	FIRST	sw_foreign_displacement_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273014	SECOND	sw_foreign_displacement_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273015	THIRD	sw_foreign_displacement_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273016	FIRST	sw_foreign_displacement_vik_reg_grantabrycg	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273017	FIRST	sw_foreign_displacement_vik_reg_grantabrycg	TARGET	EVENT
27273018	FIRST	sw_foreign_displacement_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273019	SECOND	sw_foreign_displacement_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273020	THIRD	sw_foreign_displacement_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273021	FIRST	sw_foreign_displacement_vik_reg_grianan_aileach	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273022	FIRST	sw_foreign_displacement_vik_reg_grianan_aileach	TARGET	EVENT
27273023	FIRST	sw_foreign_displacement_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273024	SECOND	sw_foreign_displacement_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273025	THIRD	sw_foreign_displacement_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273026	FIRST	sw_foreign_displacement_vik_reg_grianan_aileach	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273027	FIRST	sw_foreign_displacement_vik_reg_grianan_aileach	TARGET	EVENT
27273028	FIRST	sw_foreign_displacement_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273029	SECOND	sw_foreign_displacement_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273030	THIRD	sw_foreign_displacement_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273031	FIRST	sw_foreign_displacement_vik_reg_guvan	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273032	FIRST	sw_foreign_displacement_vik_reg_guvan	TARGET	EVENT
27273033	FIRST	sw_foreign_displacement_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273034	SECOND	sw_foreign_displacement_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273035	THIRD	sw_foreign_displacement_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273036	FIRST	sw_foreign_displacement_vik_reg_guvan	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273037	FIRST	sw_foreign_displacement_vik_reg_guvan	TARGET	EVENT
27273038	FIRST	sw_foreign_displacement_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273039	SECOND	sw_foreign_displacement_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273040	THIRD	sw_foreign_displacement_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273041	FIRST	sw_foreign_displacement_vik_reg_haestingas	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273042	FIRST	sw_foreign_displacement_vik_reg_haestingas	TARGET	EVENT
27273043	FIRST	sw_foreign_displacement_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273044	SECOND	sw_foreign_displacement_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273045	THIRD	sw_foreign_displacement_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273046	FIRST	sw_foreign_displacement_vik_reg_haestingas	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273047	FIRST	sw_foreign_displacement_vik_reg_haestingas	TARGET	EVENT
27273048	FIRST	sw_foreign_displacement_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273049	SECOND	sw_foreign_displacement_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273050	THIRD	sw_foreign_displacement_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273051	FIRST	sw_foreign_displacement_vik_reg_hlymrekr	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273052	FIRST	sw_foreign_displacement_vik_reg_hlymrekr	TARGET	EVENT
27273053	FIRST	sw_foreign_displacement_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273054	SECOND	sw_foreign_displacement_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273055	THIRD	sw_foreign_displacement_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273056	FIRST	sw_foreign_displacement_vik_reg_hlymrekr	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273057	FIRST	sw_foreign_displacement_vik_reg_hlymrekr	TARGET	EVENT
27273058	FIRST	sw_foreign_displacement_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273059	SECOND	sw_foreign_displacement_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273060	THIRD	sw_foreign_displacement_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273061	FIRST	sw_foreign_displacement_vik_reg_inis_faithlenn	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273062	FIRST	sw_foreign_displacement_vik_reg_inis_faithlenn	TARGET	EVENT
27273063	FIRST	sw_foreign_displacement_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273064	SECOND	sw_foreign_displacement_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273065	THIRD	sw_foreign_displacement_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273066	FIRST	sw_foreign_displacement_vik_reg_inis_faithlenn	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273067	FIRST	sw_foreign_displacement_vik_reg_inis_faithlenn	TARGET	EVENT
27273068	FIRST	sw_foreign_displacement_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273069	SECOND	sw_foreign_displacement_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273070	THIRD	sw_foreign_displacement_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273071	FIRST	sw_foreign_displacement_vik_reg_ioua	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273072	FIRST	sw_foreign_displacement_vik_reg_ioua	TARGET	EVENT
27273073	FIRST	sw_foreign_displacement_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273074	SECOND	sw_foreign_displacement_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273075	THIRD	sw_foreign_displacement_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273076	FIRST	sw_foreign_displacement_vik_reg_ioua	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273077	FIRST	sw_foreign_displacement_vik_reg_ioua	TARGET	EVENT
27273078	FIRST	sw_foreign_displacement_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273079	SECOND	sw_foreign_displacement_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273080	THIRD	sw_foreign_displacement_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273081	FIRST	sw_foreign_displacement_vik_reg_lindcylne	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273082	FIRST	sw_foreign_displacement_vik_reg_lindcylne	TARGET	EVENT
27273083	FIRST	sw_foreign_displacement_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273084	SECOND	sw_foreign_displacement_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273085	THIRD	sw_foreign_displacement_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273086	FIRST	sw_foreign_displacement_vik_reg_lindcylne	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273087	FIRST	sw_foreign_displacement_vik_reg_lindcylne	TARGET	EVENT
27273088	FIRST	sw_foreign_displacement_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273089	SECOND	sw_foreign_displacement_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273090	THIRD	sw_foreign_displacement_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273091	FIRST	sw_foreign_displacement_vik_reg_loidis	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273092	FIRST	sw_foreign_displacement_vik_reg_loidis	TARGET	EVENT
27273093	FIRST	sw_foreign_displacement_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273094	SECOND	sw_foreign_displacement_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273095	THIRD	sw_foreign_displacement_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273096	FIRST	sw_foreign_displacement_vik_reg_loidis	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273097	FIRST	sw_foreign_displacement_vik_reg_loidis	TARGET	EVENT
27273098	FIRST	sw_foreign_displacement_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273099	SECOND	sw_foreign_displacement_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273100	THIRD	sw_foreign_displacement_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273101	FIRST	sw_foreign_displacement_vik_reg_lunden	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273102	FIRST	sw_foreign_displacement_vik_reg_lunden	TARGET	EVENT
27273103	FIRST	sw_foreign_displacement_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273104	SECOND	sw_foreign_displacement_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273105	THIRD	sw_foreign_displacement_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273106	FIRST	sw_foreign_displacement_vik_reg_lunden	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273107	FIRST	sw_foreign_displacement_vik_reg_lunden	TARGET	EVENT
27273108	FIRST	sw_foreign_displacement_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273109	SECOND	sw_foreign_displacement_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273110	THIRD	sw_foreign_displacement_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273111	FIRST	sw_foreign_displacement_vik_reg_mameceaster	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273112	FIRST	sw_foreign_displacement_vik_reg_mameceaster	TARGET	EVENT
27273113	FIRST	sw_foreign_displacement_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273114	SECOND	sw_foreign_displacement_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273115	THIRD	sw_foreign_displacement_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273116	FIRST	sw_foreign_displacement_vik_reg_mameceaster	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273117	FIRST	sw_foreign_displacement_vik_reg_mameceaster	TARGET	EVENT
27273118	FIRST	sw_foreign_displacement_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273119	SECOND	sw_foreign_displacement_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273120	THIRD	sw_foreign_displacement_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273121	FIRST	sw_foreign_displacement_vik_reg_nas	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273122	FIRST	sw_foreign_displacement_vik_reg_nas	TARGET	EVENT
27273123	FIRST	sw_foreign_displacement_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273124	SECOND	sw_foreign_displacement_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273125	THIRD	sw_foreign_displacement_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273126	FIRST	sw_foreign_displacement_vik_reg_nas	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273127	FIRST	sw_foreign_displacement_vik_reg_nas	TARGET	EVENT
27273128	FIRST	sw_foreign_displacement_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273129	SECOND	sw_foreign_displacement_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273130	THIRD	sw_foreign_displacement_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273131	FIRST	sw_foreign_displacement_vik_reg_northhamtun	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273132	FIRST	sw_foreign_displacement_vik_reg_northhamtun	TARGET	EVENT
27273133	FIRST	sw_foreign_displacement_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273134	SECOND	sw_foreign_displacement_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273135	THIRD	sw_foreign_displacement_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273136	FIRST	sw_foreign_displacement_vik_reg_northhamtun	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273137	FIRST	sw_foreign_displacement_vik_reg_northhamtun	TARGET	EVENT
27273138	FIRST	sw_foreign_displacement_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273139	SECOND	sw_foreign_displacement_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273140	THIRD	sw_foreign_displacement_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273141	FIRST	sw_foreign_displacement_vik_reg_northwic	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273142	FIRST	sw_foreign_displacement_vik_reg_northwic	TARGET	EVENT
27273143	FIRST	sw_foreign_displacement_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273144	SECOND	sw_foreign_displacement_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273145	THIRD	sw_foreign_displacement_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273146	FIRST	sw_foreign_displacement_vik_reg_northwic	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273147	FIRST	sw_foreign_displacement_vik_reg_northwic	TARGET	EVENT
27273148	FIRST	sw_foreign_displacement_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273149	SECOND	sw_foreign_displacement_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273150	THIRD	sw_foreign_displacement_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273151	FIRST	sw_foreign_displacement_vik_reg_rath_cruachan	sw_foreign_displacement_1	DURATION[4];GLOBAL
27273152	FIRST	sw_foreign_displacement_vik_reg_rath_cruachan	TARGET	EVENT
27273153	FIRST	sw_foreign_displacement_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
27273154	SECOND	sw_foreign_displacement_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273155	THIRD	sw_foreign_displacement_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_foreign_warriors_200_lost]
